country_code,country_name,year,access_to_electricity_pct,energy_use_per_capita_kg_oil_eq,fertilizer_consumption_kg_per_ha,forest_area_pct_land,fossil_fuel_energy_pct,gdp_per_capita_current_usd,industry_value_added_pct_gdp,life_expectancy_years,pm25_mean_exposure,renewable_energy_pct_total_final,school_enrollment_secondary_gross_pct,urban_population_pct
GBR,United Kingdom,2010,100.0,3235.05383786127,243.048576214405,12.6441532674741,88.0471564659239,39778.3220528565,18.5566755103695,80.4024390243902,12.4589114498692,3.2,103.461151123047,80.995165116277
GBR,United Kingdom,2011,100.0,2973.83120573757,246.94820191356,12.7235150663415,85.5149021890224,42295.9273835322,18.3010218899425,80.9512195121951,13.0110598336171,4.0,94.1645202636719,81.1359685592627
GBR,United Kingdom,2012,100.0,3028.77223348044,232.936252414681,12.8028768652089,85.521340980268,42688.3263728372,18.2827169299324,80.9048780487805,11.4844614132453,4.2,92.5272903442383,81.2905667759508
GBR,United Kingdom,2013,100.0,2962.29760006424,233.025824368755,12.8822386640764,84.2622069916402,43606.9837896348,18.592711752238,81.0048780487805,11.3936196663408,5.2,126.064338684082,81.4573768694887
GBR,United Kingdom,2014,100.0,2767.96188412765,247.854335445576,12.9616004629438,82.9732271356392,47746.2421759562,18.3478341562377,81.3048780487805,10.8076454562065,6.6,128.822494506836,81.6355750750722
GBR,United Kingdom,2015,100.0,2774.79682774608,252.370653801364,13.0409622618113,80.0887890113877,45255.3449216209,18.1397353548933,80.9560975609756,10.4602728529493,7.7,126.110870361328,81.8243772295647
GBR,United Kingdom,2016,100.0,2696.97999020896,247.759276224295,13.0574959699087,0.0,41257.9085545556,17.6677948178206,81.1560975609756,10.0359721133567,7.7,,82.0229991698295
GBR,United Kingdom,2017,100.0,2658.99577329303,248.566493032888,13.0781631050304,0.0,40916.8115070354,17.8215277161884,81.2560975609756,10.3814201449701,8.8,125.62979888916,82.23065673273
GBR,United Kingdom,2018,100.0,2632.15067210726,245.619777867634,13.1153639482495,0.0,43702.9976303165,18.0023660420923,81.2560975609756,10.2397854923418,10.2,120.088279724121,82.4465657551295
GBR,United Kingdom,2019,100.0,2515.97344619501,245.004665440953,13.1525647914686,0.0,43158.7411267323,17.8736338534045,81.3691219512195,9.94569869317993,11.4,117.156600952148,82.6699420738913
GBR,United Kingdom,2020,100.0,2317.4085386833,233.168769261304,13.1856322076634,0.0,40812.6794663879,17.4957170827215,80.331756097561,9.91288560282114,13.6,114.617248535156,82.9000015258789
USA,United States,2010,100.0,7162.55933024159,124.742074360818,33.7494069366007,84.1233868138427,48642.6100179312,19.3102572393851,78.5414634146342,9.27587988353719,7.4,,80.6997744673366
USA,United States,2011,100.0,7009.64607964907,130.282137245549,33.7794700582241,83.8876736758574,50024.868799398,19.407502343174,78.6414634146341,9.36462744857706,8.4,,80.6957554256024
USA,United States,2012,100.0,6820.46062064875,134.988067410634,33.8095331798474,83.9446029612371,51708.4011556577,19.1626113169507,78.7414634146342,9.01055428019472,8.5,,80.6837493386238
USA,United States,2013,100.0,6888.38143742637,135.673477861669,33.8395963014708,82.9728876992826,53179.0127634561,19.2416260217373,78.7414634146342,8.74620817680451,8.9,96.1864929199219,80.660889281215
USA,United States,2014,100.0,6915.64165280321,128.08924823705,33.8696594230942,83.4019897520666,54973.4207515712,19.3315152083176,78.8414634146341,8.5101265108009,9.0,96.9245376586914,80.6242231779766
USA,United States,2015,100.0,6789.64733291075,129.184330326896,33.8997225447175,82.3258162759788,56572.9188996063,18.5871320435183,78.690243902439,8.19074183499752,8.9,97.6525497436523,80.5707989535091
USA,United States,2016,100.0,6663.4963294418,128.040032389991,33.8997225447175,0.0,57638.1018367192,18.0422212818459,78.5390243902439,7.40835009300858,9.3,98.7699279785156,80.4976645324131
USA,United States,2017,100.0,6590.83509745633,127.967235730789,33.8669264120375,0.0,59635.0984397965,18.4354240836094,78.5390243902439,7.79040584360488,9.7,98.9523391723633,80.4018678392891
USA,United States,2018,100.0,6738.27272433986,130.337684511433,33.8669264120375,0.0,62499.8744390068,18.6308982431189,78.6390243902439,7.8220065111125,9.9,99.2755813598633,80.2804567987377
USA,United States,2019,100.0,6700.93033990565,130.085491379582,33.8669264120375,0.0,64746.4506778863,18.2804280414808,78.7878048780488,7.17602147949022,10.2,100.063430786133,80.1304793353594
USA,United States,2020,100.0,6141.53125755889,134.602541285667,33.8669264120375,0.0,63515.9491807833,17.5084284843618,76.9804878048781,7.81485752365112,11.0,100.509819030762,79.997451762548
